Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Realm_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
4585,10320186,Reef_Check,18.44,-77.1603,Atlantic,Tropical Atlantic,990.4,Exposed,0.0289,59.12,24,8,2016,9.3,Hard Coral,12.5,Population,11.0,262.15,300.58,301.03,297.91,304.36,1.14,7.0,-1.66,0.66,0.0,-3.18,2.22,3.25,3.04,12.75,2.0,0.0,1.61,11.45,0.8,-1.88,1.14,-4.55,1.9,-1.42,0.0,1.47,5.75,0.25,0.0,0.98,7.52,0.26
4585,10320186,Reef_Check,18.44,-77.1603,Atlantic,Tropical Atlantic,990.4,Exposed,0.0289,59.12,24,8,2016,9.3,Nutrient Indicator Algae,51.88,Population,11.0,262.15,300.58,301.03,297.91,304.36,1.14,7.0,-1.66,0.66,0.0,-3.18,2.22,3.25,3.04,12.75,2.0,0.0,1.61,11.45,0.8,-1.88,1.14,-4.55,1.9,-1.42,0.0,1.47,5.75,0.25,0.0,0.98,7.52,0.26
36,10314153,Reef_Check,-20.7458,149.4721,Pacific,Central Indo-Pacific,247.29,Exposed,0.0617,39.06,27,3,2016,6.0,Hard Coral,52.5,Population,11.25,298.17,301.38,298.34,292.67,303.76,2.57,5.0,0.87,0.82,0.0,-2.7,2.6,10.0,5.67,27.0,5.0,2.68,3.14,18.95,1.97,-0.03,2.57,-8.73,2.34,-3.06,1.0,1.47,5.0,1.0,1.51,1.23,7.32,0.49
36,10314153,Reef_Check,-20.7458,149.4721,Pacific,Central Indo-Pacific,247.29,Exposed,0.0617,39.06,27,3,2016,6.0,Nutrient Indicator Algae,0.0,Population,11.25,298.17,301.38,298.34,292.67,303.76,2.57,5.0,0.87,0.82,0.0,-2.7,2.6,10.0,5.67,27.0,5.0,2.68,3.14,18.95,1.97,-0.03,2.57,-8.73,2.34,-3.06,1.0,1.47,5.0,1.0,1.51,1.23,7.32,0.49
1066,10309608,Reef_Check,-22.131,113.8774,Indian,Central Indo-Pacific,25.82,Exposed,0.0652,54.82,24,2,2016,2.0,Hard Coral,9.38,Population,11.25,262.15,300.58,298.48,294.03,304.92,2.12,6.0,-0.26,1.04,0.0,-3.98,4.42,10.5,5.96,30.5,6.5,1.18,4.82,35.55,2.77,-0.82,2.12,-7.36,3.51,-2.92,2.0,2.08,10.0,1.0,0.0,1.72,13.24,0.66
1066,10309608,Reef_Check,-22.131,113.8774,Indian,Central Indo-Pacific,25.82,Exposed,0.0652,54.82,24,2,2016,2.0,Nutrient Indicator Algae,1.88,Population,11.25,262.15,300.58,298.48,294.03,304.92,2.12,6.0,-0.26,1.04,0.0,-3.98,4.42,10.5,5.96,30.5,6.5,1.18,4.82,35.55,2.77,-0.82,2.12,-7.36,3.51,-2.92,2.0,2.08,10.0,1.0,0.0,1.72,13.24,0.66
3659,10319705,Reef_Check,18.5053,-73.3408,Atlantic,Tropical Atlantic,131.97,Exposed,0.0308,48.36,17,1,2016,10.0,Hard Coral,35.0,Population,11.25,300.45,301.61,301.89,298.03,307.42,1.25,5.0,1.0,0.75,0.0,-3.28,4.16,7.0,4.19,21.0,4.0,1.12,2.17,15.44,1.28,-1.71,1.25,-5.28,4.09,-1.42,0.0,1.84,9.0,1.0,0.0,1.21,11.02,0.35
3659,10319705,Reef_Check,18.5053,-73.3408,Atlantic,Tropical Atlantic,131.97,Exposed,0.0308,48.36,17,1,2016,10.0,Nutrient Indicator Algae,34.38,Population,11.25,300.45,301.61,301.89,298.03,307.42,1.25,5.0,1.0,0.75,0.0,-3.28,4.16,7.0,4.19,21.0,4.0,1.12,2.17,15.44,1.28,-1.71,1.25,-5.28,4.09,-1.42,0.0,1.84,9.0,1.0,0.0,1.21,11.02,0.35
4218,10310232,Reef_Check,-8.3448,116.0247,Pacific,Central Indo-Pacific,411.18,Exposed,0.0442,47.39,8,10,2016,8.0,Hard Coral,10.62,Population,11.25,302.04,302.07,301.62,297.79,305.45,1.08,4.0,0.63,0.88,0.0,-3.2,3.03,24.0,5.06,27.0,6.0,12.22,3.12,18.18,2.14,-0.55,1.08,-4.82,2.82,-0.99,6.0,1.51,7.0,1.0,0.0,1.01,7.97,0.49
4218,10310232,Reef_Check,-8.3448,116.0247,Pacific,Central Indo-Pacific,411.18,Exposed,0.0442,47.39,8,10,2016,8.0,Nutrient Indicator Algae,1.25,Population,11.25,302.04,302.07,301.62,297.79,305.45,1.08,4.0,0.63,0.88,0.0,-3.2,3.03,24.0,5.06,27.0,6.0,12.22,3.12,18.18,2.14,-0.55,1.08,-4.82,2.82,-0.99,6.0,1.51,7.0,1.0,0.0,1.01,7.97,0.49
4444,10320147,Reef_Check,18.4978,-77.9328,Atlantic,Tropical Atlantic,788.53,Exposed,0.0343,58.72,7,9,2016,8.9,Hard Coral,51.25,Population,11.25,301.95,302.77,301.16,298.03,304.53,1.16,5.0,0.29,0.69,0.0,-3.43,2.04,6.0,3.39,14.0,3.0,0.0,1.91,13.27,1.05,0.26,1.16,-4.46,2.02,-1.33,0.0,1.58,6.0,1.0,0.0,1.13,7.15,0.36
4444,10320147,Reef_Check,18.4978,-77.9328,Atlantic,Tropical Atlantic,788.53,Exposed,0.0343,58.72,7,9,2016,8.9,Nutrient Indicator Algae,2.5,Population,11.25,301.95,302.77,301.16,298.03,304.53,1.16,5.0,0.29,0.69,0.0,-3.43,2.04,6.0,3.39,14.0,3.0,0.0,1.91,13.27,1.05,0.26,1.16,-4.46,2.02,-1.33,0.0,1.58,6.0,1.0,0.0,1.13,7.15,0.36
6175,10319696,Reef_Check,4.2656,73.0026,Indian,Western Indo-Pacific,207.46,Sheltered,0.0631,42.42,11,7,2016,3.0,Hard Coral,41.88,Population,11.5,301.74,302.42,301.86,298.51,305.14,0.88,10.0,0.74,0.75,0.0,-3.48,3.02,19.0,4.42,21.0,4.0,4.8,2.16,12.72,1.32,-0.29,0.88,-4.21,2.41,-0.84,5.0,1.46,7.0,0.0,2.65,1.07,9.82,0.31
6175,10319696,Reef_Check,4.2656,73.0026,Indian,Western Indo-Pacific,207.46,Sheltered,0.0631,42.42,11,7,2016,3.0,Nutrient Indicator Algae,1.25,Population,11.5,301.74,302.42,301.86,298.51,305.14,0.88,10.0,0.74,0.75,0.0,-3.48,3.02,19.0,4.42,21.0,4.0,4.8,2.16,12.72,1.32,-0.29,0.88,-4.21,2.41,-0.84,5.0,1.46,7.0,0.0,2.65,1.07,9.82,0.31
4305,10313223,Reef_Check,-4.525,129.7853,Pacific,Central Indo-Pacific,125.08,Sheltered,0.0488,47.56,26,3,2016,10.0,Hard Coral,28.75,Population,11.75,301.84,302.86,301.42,296.6,305.95,1.57,3.0,0.43,0.89,0.0,-3.14,3.1,10.0,4.25,20.0,6.0,3.87,2.86,14.17,2.25,0.02,1.57,-6.23,3.1,-1.41,4.0,2.11,8.0,2.0,1.19,1.76,10.19,0.85
4305,10313223,Reef_Check,-4.525,129.7853,Pacific,Central Indo-Pacific,125.08,Sheltered,0.0488,47.56,26,3,2016,10.0,Nutrient Indicator Algae,4.38,Population,11.75,301.84,302.86,301.42,296.6,305.95,1.57,3.0,0.43,0.89,0.0,-3.14,3.1,10.0,4.25,20.0,6.0,3.87,2.86,14.17,2.25,0.02,1.57,-6.23,3.1,-1.41,4.0,2.11,8.0,2.0,1.19,1.76,10.19,0.85
6262,10319584,Reef_Check,4.0558,72.9564,Indian,Western Indo-Pacific,1894.03,Exposed,0.0751,42.44,12,7,2016,5.0,Hard Coral,27.5,Population,12.0,301.64,301.8,301.83,298.48,305.17,0.88,9.0,0.17,0.75,0.0,-3.59,2.61,18.0,4.37,20.0,4.0,3.42,2.14,15.41,1.4,-0.91,0.88,-4.23,2.46,-0.87,2.0,1.48,8.0,0.0,1.26,1.11,12.45,0.3
6262,10319584,Reef_Check,4.0558,72.9564,Indian,Western Indo-Pacific,1894.03,Exposed,0.0751,42.44,12,7,2016,5.0,Nutrient Indicator Algae,0.0,Population,12.0,301.64,301.8,301.83,298.48,305.17,0.88,9.0,0.17,0.75,0.0,-3.59,2.61,18.0,4.37,20.0,4.0,3.42,2.14,15.41,1.4,-0.91,0.88,-4.23,2.46,-0.87,2.0,1.48,8.0,0.0,1.26,1.11,12.45,0.3
9860,10290597,McClanahan,-8.1328,157.1582,Pacific,Central Indo-Pacific,10.97,Sheltered,0.0429,46.42,23,3,2016,10.0,-9999,9.76,-9999,12.23,302.49,302.74,302.3,298.79,305.12,1.03,4.0,0.11,0.91,0.0,-3.34,2.48,0.0,6.58,28.0,6.0,0.0,3.64,23.6,2.03,-0.16,1.03,-4.11,2.22,-0.59,0.0,2.93,14.0,1.0,0.0,1.66,11.88,0.58
9904,10290432,McClanahan,-4.972,119.2841,Pacific,Central Indo-Pacific,443.09,Sheltered,0.0707,50.49,18,7,2016,5.0,-9999,69.5,-9999,12.27,301.24,302.9,302.25,298.14,305.26,1.07,2.0,1.6,0.88,0.0,-3.38,2.86,15.0,5.21,27.0,6.0,11.84,2.99,21.8,2.04,-0.09,1.07,-4.84,2.26,-0.73,9.0,2.21,13.0,2.0,5.22,1.33,7.52,0.71
210,10315009,Reef_Check,-27.3906,153.5511,Pacific,Temperate Australasia,3931.54,Exposed,0.0547,47.27,8,10,2016,5.0,Hard Coral,21.88,Population,12.5,297.34,295.6,296.92,292.01,303.07,2.13,7.0,0.31,0.76,0.0,-3.32,3.32,9.0,3.89,20.0,4.0,0.0,2.12,10.91,1.41,-4.15,2.13,-7.73,3.31,-2.82,1.0,1.41,6.0,1.0,0.0,1.08,7.99,0.33
210,10315009,Reef_Check,-27.3906,153.5511,Pacific,Temperate Australasia,3931.54,Exposed,0.0547,47.27,8,10,2016,5.0,Nutrient Indicator Algae,26.25,Population,12.5,297.34,295.6,296.92,292.01,303.07,2.13,7.0,0.31,0.76,0.0,-3.32,3.32,9.0,3.89,20.0,4.0,0.0,2.12,10.91,1.41,-4.15,2.13,-7.73,3.31,-2.82,1.0,1.41,6.0,1.0,0.0,1.08,7.99,0.33
231,10315111,Reef_Check,-26.8033,153.1456,Pacific,Temperate Australasia,76.55,Exposed,0.1074,49.09,3,12,2016,4.0,Hard Coral,6.25,Population,12.5,299.22,297.63,296.27,291.1,301.95,2.4,7.0,0.06,0.72,0.0,-2.5,3.57,15.0,4.87,25.0,3.0,0.0,2.77,21.53,1.31,-1.86,2.4,-8.38,2.46,-3.21,0.0,1.0,3.0,0.0,0.0,0.71,4.17,0.21
231,10315111,Reef_Check,-26.8033,153.1456,Pacific,Temperate Australasia,76.55,Exposed,0.1074,49.09,3,12,2016,4.0,Nutrient Indicator Algae,0.0,Population,12.5,299.22,297.63,296.27,291.1,301.95,2.4,7.0,0.06,0.72,0.0,-2.5,3.57,15.0,4.87,25.0,3.0,0.0,2.77,21.53,1.31,-1.86,2.4,-8.38,2.46,-3.21,0.0,1.0,3.0,0.0,0.0,0.71,4.17,0.21
1064,10309601,Reef_Check,-22.1347,113.8759,Indian,Central Indo-Pacific,40.86,Exposed,0.0652,54.82,28,2,2016,2.0,Hard Coral,10.0,Population,12.5,262.15,300.58,298.48,294.03,304.92,2.12,6.0,-0.26,1.04,0.0,-3.98,4.42,10.5,5.96,30.5,6.5,1.18,4.82,35.55,2.77,-0.82,2.12,-7.36,3.51,-2.92,2.0,2.08,10.0,1.0,0.0,1.72,13.24,0.66
1064,10309601,Reef_Check,-22.1347,113.8759,Indian,Central Indo-Pacific,40.86,Exposed,0.0652,54.82,28,2,2016,2.0,Nutrient Indicator Algae,1.88,Population,12.5,262.15,300.58,298.48,294.03,304.92,2.12,6.0,-0.26,1.04,0.0,-3.98,4.42,10.5,5.96,30.5,6.5,1.18,4.82,35.55,2.77,-0.82,2.12,-7.36,3.51,-2.92,2.0,2.08,10.0,1.0,0.0,1.72,13.24,0.66
5552,10308549,Reef_Check,2.8886,104.0653,Pacific,Central Indo-Pacific,18.56,Sheltered,0.0612,49.52,22,8,2016,5.5,Hard Coral,15.0,Population,12.5,302.37,302.98,301.77,297.26,305.82,1.32,4.0,1.16,0.92,0.0,-3.88,4.04,23.0,6.12,35.0,6.0,10.04,3.34,18.05,2.28,-0.24,1.32,-5.96,2.59,-1.44,2.0,1.53,7.0,1.0,0.0,1.03,6.37,0.38
5552,10308549,Reef_Check,2.8886,104.0653,Pacific,Central Indo-Pacific,18.56,Sheltered,0.0612,49.52,22,8,2016,5.5,Nutrient Indicator Algae,9.38,Population,12.5,302.37,302.98,301.77,297.26,305.82,1.32,4.0,1.16,0.92,0.0,-3.88,4.04,23.0,6.12,35.0,6.0,10.04,3.34,18.05,2.28,-0.24,1.32,-5.96,2.59,-1.44,2.0,1.53,7.0,1.0,0.0,1.03,6.37,0.38
9859,10290596,McClanahan,-8.2937,116.7074,Pacific,Central Indo-Pacific,146.72,Sheltered,0.0416,35.76,2,7,2016,4.0,-9999,49.0,-9999,12.99,300.66,302.8,301.92,298.32,305.54,1.11,6.0,1.56,0.89,0.0,-3.08,3.6,18.0,5.91,29.0,6.0,12.16,3.37,18.92,2.34,-0.09,1.11,-4.56,2.64,-0.96,6.0,1.88,9.0,2.0,5.64,1.34,8.03,0.64
6175,10319700,Reef_Check,4.2656,73.0026,Indian,Western Indo-Pacific,207.46,Sheltered,0.0631,42.42,11,7,2016,12.0,Hard Coral,34.38,Population,13.0,301.74,302.42,301.86,298.51,305.14,0.88,10.0,0.74,0.75,0.0,-3.48,3.02,19.0,4.42,21.0,4.0,4.8,2.16,12.72,1.32,-0.29,0.88,-4.21,2.41,-0.84,5.0,1.46,7.0,0.0,2.65,1.07,9.82,0.31
6175,10319700,Reef_Check,4.2656,73.0026,Indian,Western Indo-Pacific,207.46,Sheltered,0.0631,42.42,11,7,2016,12.0,Nutrient Indicator Algae,3.12,Population,13.0,301.74,302.42,301.86,298.51,305.14,0.88,10.0,0.74,0.75,0.0,-3.48,3.02,19.0,4.42,21.0,4.0,4.8,2.16,12.72,1.32,-0.29,0.88,-4.21,2.41,-0.84,5.0,1.46,7.0,0.0,2.65,1.07,9.82,0.31
4083,10313249,Reef_Check,-4.5053,129.8794,Pacific,Central Indo-Pacific,45.54,Sheltered,0.032,47.04,12,3,2016,5.0,Hard Coral,60.0,Population,13.5,302.12,303.54,301.35,296.92,306.32,1.54,5.0,1.19,0.89,0.0,-2.87,3.99,10.0,4.66,27.0,6.0,6.52,2.9,15.32,2.23,0.85,1.54,-5.76,3.62,-1.32,7.0,2.24,9.0,2.0,3.36,1.84,10.82,0.83
4083,10313249,Reef_Check,-4.5053,129.8794,Pacific,Central Indo-Pacific,45.54,Sheltered,0.032,47.04,12,3,2016,5.0,Nutrient Indicator Algae,0.0,Population,13.5,302.12,303.54,301.35,296.92,306.32,1.54,5.0,1.19,0.89,0.0,-2.87,3.99,10.0,4.66,27.0,6.0,6.52,2.9,15.32,2.23,0.85,1.54,-5.76,3.62,-1.32,7.0,2.24,9.0,2.0,3.36,1.84,10.82,0.83
9967,10290514,McClanahan,-22.6524,43.2737,Indian,Western Indo-Pacific,3717.17,Exposed,0.069,38.89,17,4,2016,9.0,-9999,65.5,-9999,13.73,298.61,302.85,299.69,294.72,305.29,2.1,5.0,2.09,0.93,0.0,-5.08,2.81,13.0,3.81,18.0,6.0,9.97,2.52,14.22,2.02,0.29,2.1,-7.83,2.73,-2.86,3.0,1.64,7.0,1.0,3.56,1.35,9.56,0.53
9999,10290547,McClanahan,-18.0847,179.263,Pacific,Central Indo-Pacific,4639.8,Sheltered,0.08,44.25,7,3,2016,15.0,-9999,39.2,-9999,14.13,300.99,301.32,299.86,296.1,303.79,1.5,7.0,-0.32,0.8,0.0,-2.82,2.65,5.0,4.59,19.0,5.0,4.83,2.43,16.8,1.67,-0.34,1.5,-5.55,2.12,-1.79,4.0,1.2,4.0,1.0,3.34,0.94,6.26,0.37
9862,10290599,McClanahan,-8.0499,157.1956,Pacific,Central Indo-Pacific,36.08,Sheltered,0.0436,46.53,22,3,2016,8.0,-9999,31.75,-9999,14.38,302.57,303.1,302.25,298.51,305.41,1.04,6.0,0.47,0.88,0.0,-3.62,3.04,3.0,5.11,22.0,5.0,1.27,2.87,16.51,1.81,0.2,1.04,-4.38,2.5,-0.64,1.0,2.44,13.0,1.0,1.24,1.5,10.53,0.61
9890,10290644,McClanahan,-5.8629,110.4665,Pacific,Central Indo-Pacific,103.05,Exposed,0.0567,49.35,5,5,2016,3.0,-9999,43.88,-9999,14.59,302.02,303.63,302.01,297.77,305.29,1.08,3.0,0.85,0.96,0.0,-3.58,3.8,15.0,5.29,24.0,6.0,9.34,4.0,28.46,2.52,0.86,1.08,-5.0,2.51,-0.75,5.0,3.01,16.0,2.0,0.0,2.01,16.09,0.9
10004,10290552,McClanahan,-17.1365,178.525,Pacific,Central Indo-Pacific,23222.86,Exposed,0.0565,39.99,12,3,2016,15.0,-9999,26.75,-9999,14.89,300.82,302.77,299.99,296.27,304.1,1.51,3.0,1.06,0.82,0.0,-2.56,3.09,2.0,5.56,24.0,5.0,4.06,3.0,19.21,1.85,0.97,1.51,-5.52,2.29,-1.8,2.0,1.03,4.0,0.0,3.69,0.74,5.86,0.21
5642,10308226,Reef_Check,4.8155,103.6804,Pacific,Central Indo-Pacific,44.21,Exposed,0.0513,49.82,11,6,2016,5.0,Hard Coral,66.88,Population,15.0,301.82,303.61,301.78,296.85,305.52,1.31,2.0,0.89,0.93,0.0,-3.72,3.0,12.0,6.25,32.0,6.0,1.03,3.52,19.54,2.35,0.41,1.31,-6.34,2.31,-1.41,1.0,2.07,10.0,1.0,1.04,1.4,13.65,0.38
5642,10308226,Reef_Check,4.8155,103.6804,Pacific,Central Indo-Pacific,44.21,Exposed,0.0513,49.82,11,6,2016,5.0,Nutrient Indicator Algae,1.25,Population,15.0,301.82,303.61,301.78,296.85,305.52,1.31,2.0,0.89,0.93,0.0,-3.72,3.0,12.0,6.25,32.0,6.0,1.03,3.52,19.54,2.35,0.41,1.31,-6.34,2.31,-1.41,1.0,2.07,10.0,1.0,1.04,1.4,13.65,0.38
5673,10307996,Reef_Check,5.2358,103.263,Pacific,Central Indo-Pacific,163.9,Exposed,0.0782,49.78,18,6,2016,8.2,Hard Coral,55.0,Population,15.0,302.17,303.44,302.11,298.0,306.34,1.25,1.0,0.63,0.96,0.0,-3.72,3.25,8.0,6.0,28.0,7.0,3.09,3.38,17.26,2.49,0.06,1.25,-5.38,2.96,-1.26,2.0,1.58,7.0,1.0,2.73,1.0,7.65,0.33
5673,10307996,Reef_Check,5.2358,103.263,Pacific,Central Indo-Pacific,163.9,Exposed,0.0782,49.78,18,6,2016,8.2,Nutrient Indicator Algae,13.75,Population,15.0,302.17,303.44,302.11,298.0,306.34,1.25,1.0,0.63,0.96,0.0,-3.72,3.25,8.0,6.0,28.0,7.0,3.09,3.38,17.26,2.49,0.06,1.25,-5.38,2.96,-1.26,2.0,1.58,7.0,1.0,2.73,1.0,7.65,0.33
9861,10290598,McClanahan,-8.1131,157.1744,Pacific,Central Indo-Pacific,353.72,Sheltered,0.0435,46.42,23,3,2016,10.0,-9999,34.95,-9999,15.0,302.5,303.01,302.26,298.79,305.61,1.04,4.0,0.38,0.9,0.0,-3.65,3.07,1.0,5.77,22.0,5.0,0.0,3.33,18.71,1.9,0.12,1.04,-4.09,2.72,-0.62,0.0,2.74,10.0,1.0,0.0,1.74,13.55,0.58
299,10314767,Reef_Check,-23.4411,151.9105,Pacific,Central Indo-Pacific,94.8,Sheltered,0.0707,51.46,20,9,2016,1.0,Hard Coral,31.25,Population,15.25,297.05,295.37,297.35,292.83,302.86,2.22,4.0,0.38,0.72,0.0,-4.33,2.9,5.0,3.98,19.0,3.0,0.0,2.65,17.68,1.33,-4.9,2.22,-7.44,2.58,-2.91,0.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44
299,10314767,Reef_Check,-23.4411,151.9105,Pacific,Central Indo-Pacific,94.8,Sheltered,0.0707,51.46,20,9,2016,1.0,Nutrient Indicator Algae,1.25,Population,15.25,297.05,295.37,297.35,292.83,302.86,2.22,4.0,0.38,0.72,0.0,-4.33,2.9,5.0,3.98,19.0,3.0,0.0,2.65,17.68,1.33,-4.9,2.22,-7.44,2.58,-2.91,0.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44
9865,10290602,McClanahan,-7.9727,156.937,Pacific,Central Indo-Pacific,145.01,Sheltered,0.0477,45.97,15,3,2016,11.0,-9999,4.05,-9999,16.13,302.67,303.12,302.36,298.85,306.38,1.08,3.0,0.38,0.88,0.0,-3.12,3.23,3.0,5.95,28.0,6.0,0.0,3.78,24.96,2.07,-0.07,1.08,-4.33,3.18,-0.82,3.0,3.53,20.0,2.0,0.0,2.35,20.0,0.72
1308,10319915,Reef_Check,24.8039,-76.3402,Atlantic,Tropical Atlantic,107.3,Sheltered,0.0365,35.73,8,3,2016,6.1,Hard Coral,5.62,Population,16.25,298.25,297.58,299.84,293.67,304.82,2.05,9.0,0.29,0.79,0.0,-4.34,3.19,21.0,4.59,22.0,4.0,7.8,2.5,14.61,1.52,-5.02,2.05,-8.93,2.21,-2.76,1.0,0.87,3.0,0.0,0.0,0.58,4.0,0.17
1308,10319915,Reef_Check,24.8039,-76.3402,Atlantic,Tropical Atlantic,107.3,Sheltered,0.0365,35.73,8,3,2016,6.1,Nutrient Indicator Algae,33.12,Population,16.25,298.25,297.58,299.84,293.67,304.82,2.05,9.0,0.29,0.79,0.0,-4.34,3.19,21.0,4.59,22.0,4.0,7.8,2.5,14.61,1.52,-5.02,2.05,-8.93,2.21,-2.76,1.0,0.87,3.0,0.0,0.0,0.58,4.0,0.17
9915,10290443,McClanahan,-3.9943,39.7477,Indian,Western Indo-Pacific,1110.82,Sheltered,0.0432,42.61,12,5,2016,1.5,-9999,14.33,-9999,16.67,298.79,301.08,299.95,295.39,304.3,1.5,6.0,0.08,0.85,0.0,-3.18,4.14,13.0,4.04,19.0,5.0,5.33,2.49,17.87,1.83,-0.61,1.5,-6.29,2.6,-1.73,3.0,2.03,9.0,1.0,3.6,1.51,14.8,0.48
9870,10290607,McClanahan,-7.8987,156.9644,Pacific,Central Indo-Pacific,206.11,Sheltered,0.0411,46.14,15,3,2016,10.0,-9999,38.08,-9999,17.04,262.15,302.94,302.36,298.27,305.8,1.07,3.0,0.23,0.9,0.0,-3.28,3.23,2.2,5.07,21.4,5.8,0.47,2.91,17.47,2.1,-0.15,1.07,-4.81,2.71,-0.72,1.8,2.54,12.8,2.0,0.46,1.78,14.2,0.78
53,10314202,Reef_Check,-19.7456,149.1658,Pacific,Central Indo-Pacific,40871.05,Sheltered,0.0891,48.37,29,5,2016,5.0,Hard Coral,45.0,Population,17.25,298.51,298.76,298.59,293.64,303.52,2.24,5.0,0.06,2.23,0.0,-3.13,5.05,21.0,3.12,26.0,19.0,18.3,12.28,41.46,10.65,0.03,2.24,-5.08,4.78,-0.13,20.0,3.37,26.0,18.0,16.5,11.35,38.9,9.8
53,10314202,Reef_Check,-19.7456,149.1658,Pacific,Central Indo-Pacific,40871.05,Sheltered,0.0891,48.37,29,5,2016,5.0,Nutrient Indicator Algae,0.62,Population,17.25,298.51,298.76,298.59,293.64,303.52,2.24,5.0,0.06,2.23,0.0,-3.13,5.05,21.0,3.12,26.0,19.0,18.3,12.28,41.46,10.65,0.03,2.24,-5.08,4.78,-0.13,20.0,3.37,26.0,18.0,16.5,11.35,38.9,9.8
4226,10310056,Reef_Check,-8.1391,115.3964,Pacific,Central Indo-Pacific,28.36,Exposed,0.0408,48.16,26,5,2016,10.0,Hard Coral,13.75,Population,17.25,262.15,304.19,302.14,298.08,305.59,1.12,5.0,1.62,0.9,0.0,-3.47,2.94,14.0,5.8,30.25,6.0,6.48,3.34,18.7,2.16,1.22,1.12,-4.88,2.6,-0.83,5.75,2.26,12.0,1.25,3.31,1.36,8.09,0.62
4226,10310056,Reef_Check,-8.1391,115.3964,Pacific,Central Indo-Pacific,28.36,Exposed,0.0408,48.16,26,5,2016,10.0,Nutrient Indicator Algae,1.88,Population,17.25,262.15,304.19,302.14,298.08,305.59,1.12,5.0,1.62,0.9,0.0,-3.47,2.94,14.0,5.8,30.25,6.0,6.48,3.34,18.7,2.16,1.22,1.12,-4.88,2.6,-0.83,5.75,2.26,12.0,1.25,3.31,1.36,8.09,0.62
8,10314004,Reef_Check,-18.9561,146.9562,Pacific,Central Indo-Pacific,19577.87,Exposed,0.0599,43.97,12,10,2016,3.0,Hard Coral,47.5,Population,17.5,299.09,299.77,299.05,293.35,304.85,2.58,5.0,0.7,2.58,0.0,-3.82,5.83,23.0,3.03,27.0,20.0,0.0,13.92,48.5,12.61,0.68,2.58,-5.73,5.75,-0.03,23.0,3.1,27.0,20.0,0.0,13.67,47.72,12.35
8,10314004,Reef_Check,-18.9561,146.9562,Pacific,Central Indo-Pacific,19577.87,Exposed,0.0599,43.97,12,10,2016,3.0,Nutrient Indicator Algae,0.0,Population,17.5,299.09,299.77,299.05,293.35,304.85,2.58,5.0,0.7,2.58,0.0,-3.82,5.83,23.0,3.03,27.0,20.0,0.0,13.92,48.5,12.61,0.68,2.58,-5.73,5.75,-0.03,23.0,3.1,27.0,20.0,0.0,13.67,47.72,12.35
5672,10307985,Reef_Check,5.2352,103.2613,Pacific,Central Indo-Pacific,196.52,Exposed,0.0782,49.78,17,6,2016,4.5,Hard Coral,33.12,Population,17.5,302.17,303.44,302.11,298.0,306.34,1.25,1.0,0.63,0.96,0.0,-3.72,3.25,8.0,6.0,28.0,7.0,3.09,3.38,17.26,2.49,0.06,1.25,-5.38,2.96,-1.26,2.0,1.58,7.0,1.0,2.73,1.0,7.65,0.33
5672,10307985,Reef_Check,5.2352,103.2613,Pacific,Central Indo-Pacific,196.52,Exposed,0.0782,49.78,17,6,2016,4.5,Nutrient Indicator Algae,0.62,Population,17.5,302.17,303.44,302.11,298.0,306.34,1.25,1.0,0.63,0.96,0.0,-3.72,3.25,8.0,6.0,28.0,7.0,3.09,3.38,17.26,2.49,0.06,1.25,-5.38,2.96,-1.26,2.0,1.58,7.0,1.0,2.73,1.0,7.65,0.33
5731,10310811,Reef_Check,6.5521,117.9357,Pacific,Central Indo-Pacific,5196.36,Sometimes,0.057,54.44,12,9,2016,10.0,Hard Coral,40.0,Population,17.5,302.61,303.17,302.21,297.77,305.54,1.21,2.0,0.16,0.85,0.0,-3.85,2.99,11.0,4.0,16.0,6.0,4.15,2.56,15.5,2.01,0.11,1.21,-5.28,2.48,-0.84,6.0,2.4,11.0,2.0,3.84,1.77,11.52,0.93
