Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Realm_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
166,10315089,Reef_Check,-28.1625,153.5311,Pacific,Temperate Australasia,407.22,Exposed,0.0935,44.56,19,4,2016,4.0,Hard Coral,0.0,Population,0.0,295.64,298.19,296.26,291.42,301.77,2.2,3.0,0.38,0.76,0.0,-2.79,2.98,15.0,4.22,18.0,4.0,9.42,2.18,12.48,1.49,-0.99,2.2,-7.75,2.58,-2.91,3.0,1.35,6.0,1.0,4.05,1.07,8.01,0.34
166,10315089,Reef_Check,-28.1625,153.5311,Pacific,Temperate Australasia,407.22,Exposed,0.0935,44.56,19,4,2016,4.0,Nutrient Indicator Algae,6.25,Population,0.0,295.64,298.19,296.26,291.42,301.77,2.2,3.0,0.38,0.76,0.0,-2.79,2.98,15.0,4.22,18.0,4.0,9.42,2.18,12.48,1.49,-0.99,2.2,-7.75,2.58,-2.91,3.0,1.35,6.0,1.0,4.05,1.07,8.01,0.34
204,10315059,Reef_Check,-27.4007,153.4373,Pacific,Temperate Australasia,19.72,Sheltered,0.263,47.27,12,3,2016,6.0,Hard Coral,0.0,Population,0.0,296.89,300.04,296.31,290.3,302.48,2.55,7.0,1.04,1.01,0.0,-3.27,3.9,16.0,4.89,24.0,8.0,1.39,3.28,17.93,2.88,0.38,2.55,-9.35,2.81,-3.34,1.0,1.84,7.0,1.0,1.26,1.64,10.84,0.6
204,10315059,Reef_Check,-27.4007,153.4373,Pacific,Temperate Australasia,19.72,Sheltered,0.263,47.27,12,3,2016,6.0,Nutrient Indicator Algae,0.0,Population,0.0,296.89,300.04,296.31,290.3,302.48,2.55,7.0,1.04,1.01,0.0,-3.27,3.9,16.0,4.89,24.0,8.0,1.39,3.28,17.93,2.88,0.38,2.55,-9.35,2.81,-3.34,1.0,1.84,7.0,1.0,1.26,1.64,10.84,0.6
1901,10309773,Reef_Check,4.8456,114.329,Pacific,Central Indo-Pacific,23301.79,Exposed,0.1498,53.15,17,5,2016,12.0,Hard Coral,28.12,Population,0.0,303.82,304.83,302.5,296.98,306.06,1.46,2.0,1.09,0.96,0.0,-3.74,3.47,17.0,4.82,24.0,7.0,5.83,3.03,18.42,2.48,0.85,1.46,-7.0,2.07,-1.47,4.0,1.17,5.0,1.0,1.03,0.91,8.09,0.32
1901,10309773,Reef_Check,4.8456,114.329,Pacific,Central Indo-Pacific,23301.79,Exposed,0.1498,53.15,17,5,2016,12.0,Nutrient Indicator Algae,26.88,Population,0.0,303.82,304.83,302.5,296.98,306.06,1.46,2.0,1.09,0.96,0.0,-3.74,3.47,17.0,4.82,24.0,7.0,5.83,3.03,18.42,2.48,0.85,1.46,-7.0,2.07,-1.47,4.0,1.17,5.0,1.0,1.03,0.91,8.09,0.32
1903,10309978,Reef_Check,4.905,114.6463,Pacific,Central Indo-Pacific,7655.82,Exposed,0.2607,53.22,19,5,2016,6.0,Hard Coral,21.88,Population,0.0,303.89,302.52,302.66,297.75,305.95,1.4,2.0,-1.42,0.92,0.0,-3.7,2.92,8.0,4.27,21.0,6.0,3.44,2.82,24.26,2.2,-1.58,1.4,-6.34,1.84,-1.43,1.0,1.08,6.0,0.0,0.0,0.68,5.71,0.19
1903,10309978,Reef_Check,4.905,114.6463,Pacific,Central Indo-Pacific,7655.82,Exposed,0.2607,53.22,19,5,2016,6.0,Nutrient Indicator Algae,5.62,Population,0.0,303.89,302.52,302.66,297.75,305.95,1.4,2.0,-1.42,0.92,0.0,-3.7,2.92,8.0,4.27,21.0,6.0,3.44,2.82,24.26,2.2,-1.58,1.4,-6.34,1.84,-1.43,1.0,1.08,6.0,0.0,0.0,0.68,5.71,0.19
1904,10309976,Reef_Check,4.9055,114.6449,Pacific,Central Indo-Pacific,7859.61,Exposed,0.2607,53.22,19,5,2016,8.0,Hard Coral,18.12,Population,0.0,303.89,302.52,302.66,297.75,305.95,1.4,2.0,-1.42,0.92,0.0,-3.7,2.92,8.0,4.27,21.0,6.0,3.44,2.82,24.26,2.2,-1.58,1.4,-6.34,1.84,-1.43,1.0,1.08,6.0,0.0,0.0,0.68,5.71,0.19
1904,10309976,Reef_Check,4.9055,114.6449,Pacific,Central Indo-Pacific,7859.61,Exposed,0.2607,53.22,19,5,2016,8.0,Nutrient Indicator Algae,10.0,Population,0.0,303.89,302.52,302.66,297.75,305.95,1.4,2.0,-1.42,0.92,0.0,-3.7,2.92,8.0,4.27,21.0,6.0,3.44,2.82,24.26,2.2,-1.58,1.4,-6.34,1.84,-1.43,1.0,1.08,6.0,0.0,0.0,0.68,5.71,0.19
1905,10309975,Reef_Check,4.9066,114.6418,Pacific,Central Indo-Pacific,7911.89,Exposed,0.2607,53.22,19,5,2016,8.0,Hard Coral,26.25,Population,0.0,303.89,302.52,302.66,297.75,305.95,1.4,2.0,-1.42,0.92,0.0,-3.7,2.92,8.0,4.27,21.0,6.0,3.44,2.82,24.26,2.2,-1.58,1.4,-6.34,1.84,-1.43,1.0,1.08,6.0,0.0,0.0,0.68,5.71,0.19
1905,10309975,Reef_Check,4.9066,114.6418,Pacific,Central Indo-Pacific,7911.89,Exposed,0.2607,53.22,19,5,2016,8.0,Nutrient Indicator Algae,19.38,Population,0.0,303.89,302.52,302.66,297.75,305.95,1.4,2.0,-1.42,0.92,0.0,-3.7,2.92,8.0,4.27,21.0,6.0,3.44,2.82,24.26,2.2,-1.58,1.4,-6.34,1.84,-1.43,1.0,1.08,6.0,0.0,0.0,0.68,5.71,0.19
1906,10309977,Reef_Check,4.9078,114.6449,Pacific,Central Indo-Pacific,7963.19,Exposed,0.2607,53.22,19,5,2016,10.6,Hard Coral,35.62,Population,0.0,303.89,302.52,302.66,297.75,305.95,1.4,2.0,-1.42,0.92,0.0,-3.7,2.92,8.0,4.27,21.0,6.0,3.44,2.82,24.26,2.2,-1.58,1.4,-6.34,1.84,-1.43,1.0,1.08,6.0,0.0,0.0,0.68,5.71,0.19
1906,10309977,Reef_Check,4.9078,114.6449,Pacific,Central Indo-Pacific,7963.19,Exposed,0.2607,53.22,19,5,2016,10.6,Nutrient Indicator Algae,0.62,Population,0.0,303.89,302.52,302.66,297.75,305.95,1.4,2.0,-1.42,0.92,0.0,-3.7,2.92,8.0,4.27,21.0,6.0,3.44,2.82,24.26,2.2,-1.58,1.4,-6.34,1.84,-1.43,1.0,1.08,6.0,0.0,0.0,0.68,5.71,0.19
1907,10309868,Reef_Check,4.919,114.3709,Pacific,Central Indo-Pacific,28715.06,Exposed,0.1242,53.15,17,5,2016,17.4,Hard Coral,15.0,Population,0.0,303.78,304.79,302.45,297.51,306.45,1.48,2.0,1.17,0.98,0.0,-3.89,3.18,17.0,4.25,19.0,7.0,7.26,2.79,15.06,2.51,0.88,1.48,-6.39,2.53,-1.45,4.0,1.38,6.0,1.0,1.26,1.07,9.71,0.36
1907,10309868,Reef_Check,4.919,114.3709,Pacific,Central Indo-Pacific,28715.06,Exposed,0.1242,53.15,17,5,2016,17.4,Nutrient Indicator Algae,14.38,Population,0.0,303.78,304.79,302.45,297.51,306.45,1.48,2.0,1.17,0.98,0.0,-3.89,3.18,17.0,4.25,19.0,7.0,7.26,2.79,15.06,2.51,0.88,1.48,-6.39,2.53,-1.45,4.0,1.38,6.0,1.0,1.26,1.07,9.71,0.36
1908,10309869,Reef_Check,4.92,114.3709,Pacific,Central Indo-Pacific,29237.77,Exposed,0.1242,53.15,17,5,2016,15.0,Hard Coral,14.38,Population,0.0,303.78,304.79,302.45,297.51,306.45,1.48,2.0,1.17,0.98,0.0,-3.89,3.18,17.0,4.25,19.0,7.0,7.26,2.79,15.06,2.51,0.88,1.48,-6.39,2.53,-1.45,4.0,1.38,6.0,1.0,1.26,1.07,9.71,0.36
1908,10309869,Reef_Check,4.92,114.3709,Pacific,Central Indo-Pacific,29237.77,Exposed,0.1242,53.15,17,5,2016,15.0,Nutrient Indicator Algae,23.75,Population,0.0,303.78,304.79,302.45,297.51,306.45,1.48,2.0,1.17,0.98,0.0,-3.89,3.18,17.0,4.25,19.0,7.0,7.26,2.79,15.06,2.51,0.88,1.48,-6.39,2.53,-1.45,4.0,1.38,6.0,1.0,1.26,1.07,9.71,0.36
1912,10309979,Reef_Check,4.9381,114.6522,Pacific,Central Indo-Pacific,10240.93,Exposed,0.1856,53.22,18,5,2016,11.0,Hard Coral,41.88,Population,0.0,303.84,302.57,302.57,297.14,306.1,1.41,3.0,-1.3,0.91,0.0,-3.67,2.62,6.0,4.75,23.0,6.0,0.0,2.73,14.69,2.08,-1.48,1.41,-6.9,2.04,-1.47,1.0,0.94,4.0,0.0,0.0,0.66,6.18,0.17
1912,10309979,Reef_Check,4.9381,114.6522,Pacific,Central Indo-Pacific,10240.93,Exposed,0.1856,53.22,18,5,2016,11.0,Nutrient Indicator Algae,11.88,Population,0.0,303.84,302.57,302.57,297.14,306.1,1.41,3.0,-1.3,0.91,0.0,-3.67,2.62,6.0,4.75,23.0,6.0,0.0,2.73,14.69,2.08,-1.48,1.41,-6.9,2.04,-1.47,1.0,0.94,4.0,0.0,0.0,0.66,6.18,0.17
1913,10309982,Reef_Check,4.9385,114.658,Pacific,Central Indo-Pacific,9969.07,Exposed,0.1856,53.22,18,5,2016,11.0,Hard Coral,15.0,Population,0.0,303.82,301.79,302.63,297.7,306.07,1.38,2.0,-2.11,0.88,0.0,-3.55,2.54,6.0,4.88,25.0,6.0,2.31,2.9,21.68,2.1,-2.26,1.38,-6.34,2.01,-1.41,0.0,1.03,4.0,0.0,0.0,0.71,5.78,0.18
1913,10309982,Reef_Check,4.9385,114.658,Pacific,Central Indo-Pacific,9969.07,Exposed,0.1856,53.22,18,5,2016,11.0,Nutrient Indicator Algae,12.5,Population,0.0,303.82,301.79,302.63,297.7,306.07,1.38,2.0,-2.11,0.88,0.0,-3.55,2.54,6.0,4.88,25.0,6.0,2.31,2.9,21.68,2.1,-2.26,1.38,-6.34,2.01,-1.41,0.0,1.03,4.0,0.0,0.0,0.71,5.78,0.18
1914,10309980,Reef_Check,4.9401,114.6551,Pacific,Central Indo-Pacific,10371.22,Exposed,0.1856,53.22,18,5,2016,6.8,Hard Coral,18.12,Population,0.0,303.82,301.79,302.63,297.7,306.07,1.38,2.0,-2.11,0.88,0.0,-3.55,2.54,6.0,4.88,25.0,6.0,2.31,2.9,21.68,2.1,-2.26,1.38,-6.34,2.01,-1.41,0.0,1.03,4.0,0.0,0.0,0.71,5.78,0.18
1914,10309980,Reef_Check,4.9401,114.6551,Pacific,Central Indo-Pacific,10371.22,Exposed,0.1856,53.22,18,5,2016,6.8,Nutrient Indicator Algae,8.12,Population,0.0,303.82,301.79,302.63,297.7,306.07,1.38,2.0,-2.11,0.88,0.0,-3.55,2.54,6.0,4.88,25.0,6.0,2.31,2.9,21.68,2.1,-2.26,1.38,-6.34,2.01,-1.41,0.0,1.03,4.0,0.0,0.0,0.71,5.78,0.18
1915,10309865,Reef_Check,4.9523,114.371,Pacific,Central Indo-Pacific,31822.84,Exposed,0.1242,53.15,17,5,2016,11.0,Hard Coral,39.38,Population,0.0,303.78,304.79,302.45,297.51,306.45,1.48,2.0,1.17,0.98,0.0,-3.89,3.18,17.0,4.25,19.0,7.0,7.26,2.79,15.06,2.51,0.88,1.48,-6.39,2.53,-1.45,4.0,1.38,6.0,1.0,1.26,1.07,9.71,0.36
1915,10309865,Reef_Check,4.9523,114.371,Pacific,Central Indo-Pacific,31822.84,Exposed,0.1242,53.15,17,5,2016,11.0,Nutrient Indicator Algae,13.12,Population,0.0,303.78,304.79,302.45,297.51,306.45,1.48,2.0,1.17,0.98,0.0,-3.89,3.18,17.0,4.25,19.0,7.0,7.26,2.79,15.06,2.51,0.88,1.48,-6.39,2.53,-1.45,4.0,1.38,6.0,1.0,1.26,1.07,9.71,0.36
1915,10309870,Reef_Check,4.9523,114.371,Pacific,Central Indo-Pacific,31822.84,Exposed,0.1242,53.15,17,5,2016,11.0,Hard Coral,42.5,Population,0.0,303.78,304.79,302.45,297.51,306.45,1.48,2.0,1.17,0.98,0.0,-3.89,3.18,17.0,4.25,19.0,7.0,7.26,2.79,15.06,2.51,0.88,1.48,-6.39,2.53,-1.45,4.0,1.38,6.0,1.0,1.26,1.07,9.71,0.36
1915,10309870,Reef_Check,4.9523,114.371,Pacific,Central Indo-Pacific,31822.84,Exposed,0.1242,53.15,17,5,2016,11.0,Nutrient Indicator Algae,11.25,Population,0.0,303.78,304.79,302.45,297.51,306.45,1.48,2.0,1.17,0.98,0.0,-3.89,3.18,17.0,4.25,19.0,7.0,7.26,2.79,15.06,2.51,0.88,1.48,-6.39,2.53,-1.45,4.0,1.38,6.0,1.0,1.26,1.07,9.71,0.36
1916,10309972,Reef_Check,4.9777,114.6236,Pacific,Central Indo-Pacific,15802.65,Exposed,0.1314,53.22,16,5,2016,14.0,Hard Coral,28.12,Population,0.0,303.88,303.22,302.55,297.14,306.34,1.4,1.0,-0.5,0.91,0.0,-3.6,2.79,4.0,5.28,26.0,6.0,0.0,2.85,20.52,2.19,-0.8,1.4,-6.87,2.31,-1.46,1.0,1.0,4.0,0.0,0.0,0.69,6.06,0.18
1916,10309972,Reef_Check,4.9777,114.6236,Pacific,Central Indo-Pacific,15802.65,Exposed,0.1314,53.22,16,5,2016,14.0,Nutrient Indicator Algae,6.25,Population,0.0,303.88,303.22,302.55,297.14,306.34,1.4,1.0,-0.5,0.91,0.0,-3.6,2.79,4.0,5.28,26.0,6.0,0.0,2.85,20.52,2.19,-0.8,1.4,-6.87,2.31,-1.46,1.0,1.0,4.0,0.0,0.0,0.69,6.06,0.18
1917,10309971,Reef_Check,4.9808,114.6234,Pacific,Central Indo-Pacific,16324.7,Exposed,0.1314,53.22,16,5,2016,11.0,Hard Coral,37.5,Population,0.0,303.88,303.22,302.55,297.14,306.34,1.4,1.0,-0.5,0.91,0.0,-3.6,2.79,4.0,5.28,26.0,6.0,0.0,2.85,20.52,2.19,-0.8,1.4,-6.87,2.31,-1.46,1.0,1.0,4.0,0.0,0.0,0.69,6.06,0.18
1917,10309971,Reef_Check,4.9808,114.6234,Pacific,Central Indo-Pacific,16324.7,Exposed,0.1314,53.22,16,5,2016,11.0,Nutrient Indicator Algae,16.25,Population,0.0,303.88,303.22,302.55,297.14,306.34,1.4,1.0,-0.5,0.91,0.0,-3.6,2.79,4.0,5.28,26.0,6.0,0.0,2.85,20.52,2.19,-0.8,1.4,-6.87,2.31,-1.46,1.0,1.0,4.0,0.0,0.0,0.69,6.06,0.18
1917,10309973,Reef_Check,4.9808,114.6234,Pacific,Central Indo-Pacific,16324.7,Exposed,0.1314,53.22,21,5,2016,11.6,Hard Coral,32.5,Population,0.0,303.78,302.57,302.55,297.14,306.34,1.4,3.0,-1.29,0.91,0.0,-3.6,2.79,4.0,5.28,26.0,6.0,0.0,2.85,20.52,2.19,-1.45,1.4,-6.87,2.31,-1.46,1.0,1.0,4.0,0.0,0.0,0.69,6.06,0.18
1917,10309973,Reef_Check,4.9808,114.6234,Pacific,Central Indo-Pacific,16324.7,Exposed,0.1314,53.22,21,5,2016,11.6,Nutrient Indicator Algae,6.25,Population,0.0,303.78,302.57,302.55,297.14,306.34,1.4,3.0,-1.29,0.91,0.0,-3.6,2.79,4.0,5.28,26.0,6.0,0.0,2.85,20.52,2.19,-1.45,1.4,-6.87,2.31,-1.46,1.0,1.0,4.0,0.0,0.0,0.69,6.06,0.18
1921,10309990,Reef_Check,5.02,114.7276,Pacific,Central Indo-Pacific,13447.91,Exposed,0.1443,53.29,21,5,2016,11.0,Hard Coral,41.88,Population,0.0,303.68,302.9,302.52,297.62,306.13,1.39,2.0,-0.89,0.91,0.0,-3.52,2.94,4.0,4.38,22.0,6.0,1.12,2.39,12.7,2.09,-1.02,1.39,-6.29,2.21,-1.39,0.0,1.37,5.0,0.0,0.0,0.91,6.67,0.28
1921,10309990,Reef_Check,5.02,114.7276,Pacific,Central Indo-Pacific,13447.91,Exposed,0.1443,53.29,21,5,2016,11.0,Nutrient Indicator Algae,22.5,Population,0.0,303.68,302.9,302.52,297.62,306.13,1.39,2.0,-0.89,0.91,0.0,-3.52,2.94,4.0,4.38,22.0,6.0,1.12,2.39,12.7,2.09,-1.02,1.39,-6.29,2.21,-1.39,0.0,1.37,5.0,0.0,0.0,0.91,6.67,0.28
1922,10309992,Reef_Check,5.0201,114.7302,Pacific,Central Indo-Pacific,13013.34,Exposed,0.1443,53.29,21,5,2016,6.0,Hard Coral,46.25,Population,0.0,303.68,302.9,302.52,297.62,306.13,1.39,2.0,-0.89,0.91,0.0,-3.52,2.94,4.0,4.38,22.0,6.0,1.12,2.39,12.7,2.09,-1.02,1.39,-6.29,2.21,-1.39,0.0,1.37,5.0,0.0,0.0,0.91,6.67,0.28
1922,10309992,Reef_Check,5.0201,114.7302,Pacific,Central Indo-Pacific,13013.34,Exposed,0.1443,53.29,21,5,2016,6.0,Nutrient Indicator Algae,8.12,Population,0.0,303.68,302.9,302.52,297.62,306.13,1.39,2.0,-0.89,0.91,0.0,-3.52,2.94,4.0,4.38,22.0,6.0,1.12,2.39,12.7,2.09,-1.02,1.39,-6.29,2.21,-1.39,0.0,1.37,5.0,0.0,0.0,0.91,6.67,0.28
1923,10310081,Reef_Check,5.0833,115.0527,Pacific,Central Indo-Pacific,4135.03,Exposed,0.2167,53.36,11,5,2016,8.0,Hard Coral,47.5,Population,0.0,303.89,304.79,302.78,297.48,306.79,1.37,1.0,0.97,0.98,0.0,-3.88,3.11,12.0,4.45,21.0,7.0,5.15,2.82,16.16,2.42,0.76,1.37,-6.54,2.75,-1.24,1.0,1.52,6.0,1.0,1.05,1.07,8.72,0.39
1923,10310081,Reef_Check,5.0833,115.0527,Pacific,Central Indo-Pacific,4135.03,Exposed,0.2167,53.36,11,5,2016,8.0,Nutrient Indicator Algae,16.25,Population,0.0,303.89,304.79,302.78,297.48,306.79,1.37,1.0,0.97,0.98,0.0,-3.88,3.11,12.0,4.45,21.0,7.0,5.15,2.82,16.16,2.42,0.76,1.37,-6.54,2.75,-1.24,1.0,1.52,6.0,1.0,1.05,1.07,8.72,0.39
1924,10310080,Reef_Check,5.0835,115.0521,Pacific,Central Indo-Pacific,4294.11,Exposed,0.1822,53.37,11,5,2016,6.0,Hard Coral,43.75,Population,0.0,303.89,304.79,302.78,297.48,306.79,1.37,1.0,0.97,0.98,0.0,-3.88,3.11,12.0,4.45,21.0,7.0,5.15,2.82,16.16,2.42,0.76,1.37,-6.54,2.75,-1.24,1.0,1.52,6.0,1.0,1.05,1.07,8.72,0.39
1924,10310080,Reef_Check,5.0835,115.0521,Pacific,Central Indo-Pacific,4294.11,Exposed,0.1822,53.37,11,5,2016,6.0,Nutrient Indicator Algae,7.5,Population,0.0,303.89,304.79,302.78,297.48,306.79,1.37,1.0,0.97,0.98,0.0,-3.88,3.11,12.0,4.45,21.0,7.0,5.15,2.82,16.16,2.42,0.76,1.37,-6.54,2.75,-1.24,1.0,1.52,6.0,1.0,1.05,1.07,8.72,0.39
1926,10310008,Reef_Check,5.0964,114.9718,Pacific,Central Indo-Pacific,8460.63,Exposed,0.1459,53.37,11,5,2016,8.0,Hard Coral,16.25,Population,0.0,303.9,303.78,302.72,297.48,306.79,1.41,1.0,-0.03,0.97,0.0,-3.75,3.13,9.0,5.85,40.0,7.0,3.74,3.2,21.45,2.48,-0.26,1.41,-6.55,2.75,-1.31,1.0,1.35,5.0,1.0,1.03,0.9,6.38,0.31
1926,10310008,Reef_Check,5.0964,114.9718,Pacific,Central Indo-Pacific,8460.63,Exposed,0.1459,53.37,11,5,2016,8.0,Nutrient Indicator Algae,35.0,Population,0.0,303.9,303.78,302.72,297.48,306.79,1.41,1.0,-0.03,0.97,0.0,-3.75,3.13,9.0,5.85,40.0,7.0,3.74,3.2,21.45,2.48,-0.26,1.41,-6.55,2.75,-1.31,1.0,1.35,5.0,1.0,1.03,0.9,6.38,0.31
1928,10309995,Reef_Check,5.1027,114.7643,Pacific,Central Indo-Pacific,17648.29,Exposed,0.1603,53.3,16,5,2016,13.0,Hard Coral,27.5,Population,0.0,303.78,304.95,302.52,297.6,306.44,1.44,1.0,1.25,0.95,0.0,-3.72,3.05,11.0,5.44,28.0,7.0,4.65,2.95,16.16,2.42,1.0,1.44,-6.34,2.49,-1.42,2.0,1.58,6.0,1.0,1.13,1.13,10.01,0.33
1928,10309995,Reef_Check,5.1027,114.7643,Pacific,Central Indo-Pacific,17648.29,Exposed,0.1603,53.3,16,5,2016,13.0,Nutrient Indicator Algae,5.62,Population,0.0,303.78,304.95,302.52,297.6,306.44,1.44,1.0,1.25,0.95,0.0,-3.72,3.05,11.0,5.44,28.0,7.0,4.65,2.95,16.16,2.42,1.0,1.44,-6.34,2.49,-1.42,2.0,1.58,6.0,1.0,1.13,1.13,10.01,0.33
1928,10309996,Reef_Check,5.1027,114.7643,Pacific,Central Indo-Pacific,17648.29,Exposed,0.1603,53.3,16,5,2016,11.0,Hard Coral,32.5,Population,0.0,303.78,304.95,302.52,297.6,306.44,1.44,1.0,1.25,0.95,0.0,-3.72,3.05,11.0,5.44,28.0,7.0,4.65,2.95,16.16,2.42,1.0,1.44,-6.34,2.49,-1.42,2.0,1.58,6.0,1.0,1.13,1.13,10.01,0.33
1928,10309996,Reef_Check,5.1027,114.7643,Pacific,Central Indo-Pacific,17648.29,Exposed,0.1603,53.3,16,5,2016,11.0,Nutrient Indicator Algae,11.88,Population,0.0,303.78,304.95,302.52,297.6,306.44,1.44,1.0,1.25,0.95,0.0,-3.72,3.05,11.0,5.44,28.0,7.0,4.65,2.95,16.16,2.42,1.0,1.44,-6.34,2.49,-1.42,2.0,1.58,6.0,1.0,1.13,1.13,10.01,0.33
1928,10309997,Reef_Check,5.1027,114.7643,Pacific,Central Indo-Pacific,17648.29,Exposed,0.1603,53.3,16,5,2016,12.0,Hard Coral,40.0,Population,0.0,303.78,304.95,302.52,297.6,306.44,1.44,1.0,1.25,0.95,0.0,-3.72,3.05,11.0,5.44,28.0,7.0,4.65,2.95,16.16,2.42,1.0,1.44,-6.34,2.49,-1.42,2.0,1.58,6.0,1.0,1.13,1.13,10.01,0.33
1928,10309997,Reef_Check,5.1027,114.7643,Pacific,Central Indo-Pacific,17648.29,Exposed,0.1603,53.3,16,5,2016,12.0,Nutrient Indicator Algae,5.62,Population,0.0,303.78,304.95,302.52,297.6,306.44,1.44,1.0,1.25,0.95,0.0,-3.72,3.05,11.0,5.44,28.0,7.0,4.65,2.95,16.16,2.42,1.0,1.44,-6.34,2.49,-1.42,2.0,1.58,6.0,1.0,1.13,1.13,10.01,0.33
1929,10309998,Reef_Check,5.1034,114.7646,Pacific,Central Indo-Pacific,17985.58,Exposed,0.1603,53.3,16,5,2016,14.0,Hard Coral,22.5,Population,0.0,303.8,304.95,302.52,297.6,306.44,1.45,1.0,1.23,0.96,0.0,-3.72,3.06,11.0,5.42,27.0,7.0,4.6,2.98,16.02,2.45,0.98,1.45,-6.36,2.47,-1.44,2.0,1.56,6.0,1.0,1.11,1.13,9.92,0.32
1929,10309998,Reef_Check,5.1034,114.7646,Pacific,Central Indo-Pacific,17985.58,Exposed,0.1603,53.3,16,5,2016,14.0,Nutrient Indicator Algae,3.12,Population,0.0,303.8,304.95,302.52,297.6,306.44,1.45,1.0,1.23,0.96,0.0,-3.72,3.06,11.0,5.42,27.0,7.0,4.6,2.98,16.02,2.45,0.98,1.45,-6.36,2.47,-1.44,2.0,1.56,6.0,1.0,1.11,1.13,9.92,0.32
1930,10310137,Reef_Check,5.1074,115.0704,Pacific,Central Indo-Pacific,6889.07,Exposed,0.1822,53.37,12,5,2016,11.5,Hard Coral,43.75,Population,0.0,303.99,304.79,302.84,297.48,306.19,1.36,1.0,0.89,0.96,0.0,-4.1,2.67,13.0,4.28,19.0,7.0,3.01,2.78,16.94,2.35,0.68,1.36,-6.62,2.07,-1.26,1.0,1.51,9.0,1.0,1.11,1.05,8.38,0.41
1930,10310137,Reef_Check,5.1074,115.0704,Pacific,Central Indo-Pacific,6889.07,Exposed,0.1822,53.37,12,5,2016,11.5,Nutrient Indicator Algae,9.38,Population,0.0,303.99,304.79,302.84,297.48,306.19,1.36,1.0,0.89,0.96,0.0,-4.1,2.67,13.0,4.28,19.0,7.0,3.01,2.78,16.94,2.35,0.68,1.36,-6.62,2.07,-1.26,1.0,1.51,9.0,1.0,1.11,1.05,8.38,0.41
1930,10310142,Reef_Check,5.1074,115.0704,Pacific,Central Indo-Pacific,6889.07,Exposed,0.1822,53.37,12,5,2016,12.0,Hard Coral,33.75,Population,0.0,303.99,304.79,302.84,297.48,306.19,1.36,1.0,0.89,0.96,0.0,-4.1,2.67,13.0,4.28,19.0,7.0,3.01,2.78,16.94,2.35,0.68,1.36,-6.62,2.07,-1.26,1.0,1.51,9.0,1.0,1.11,1.05,8.38,0.41
1930,10310142,Reef_Check,5.1074,115.0704,Pacific,Central Indo-Pacific,6889.07,Exposed,0.1822,53.37,12,5,2016,12.0,Nutrient Indicator Algae,7.5,Population,0.0,303.99,304.79,302.84,297.48,306.19,1.36,1.0,0.89,0.96,0.0,-4.1,2.67,13.0,4.28,19.0,7.0,3.01,2.78,16.94,2.35,0.68,1.36,-6.62,2.07,-1.26,1.0,1.51,9.0,1.0,1.11,1.05,8.38,0.41
1931,10310139,Reef_Check,5.1082,115.0699,Pacific,Central Indo-Pacific,7075.34,Exposed,0.1822,53.37,12,5,2016,12.0,Hard Coral,59.38,Population,0.0,303.89,304.79,302.78,297.48,306.79,1.37,1.0,0.97,0.98,0.0,-3.88,3.11,12.0,4.45,21.0,7.0,5.15,2.82,16.16,2.42,0.76,1.37,-6.54,2.75,-1.24,1.0,1.52,6.0,1.0,1.05,1.07,8.72,0.39
1931,10310139,Reef_Check,5.1082,115.0699,Pacific,Central Indo-Pacific,7075.34,Exposed,0.1822,53.37,12,5,2016,12.0,Nutrient Indicator Algae,5.62,Population,0.0,303.89,304.79,302.78,297.48,306.79,1.37,1.0,0.97,0.98,0.0,-3.88,3.11,12.0,4.45,21.0,7.0,5.15,2.82,16.16,2.42,0.76,1.37,-6.54,2.75,-1.24,1.0,1.52,6.0,1.0,1.05,1.07,8.72,0.39
1932,10310140,Reef_Check,5.1085,115.0699,Pacific,Central Indo-Pacific,7139.11,Exposed,0.1822,53.37,7,5,2016,18.0,Hard Coral,39.38,Population,0.0,303.96,304.98,302.78,297.48,306.79,1.37,2.0,1.3,0.98,0.0,-3.88,3.11,11.0,4.45,21.0,7.0,3.85,2.82,16.16,2.42,0.95,1.37,-6.54,2.75,-1.24,1.0,1.52,6.0,1.0,1.05,1.07,8.72,0.39
